论点,主题,set,WA
一个患有晚期疾病且痛苦不堪的人应该在医生监督下有权结束自己的痛苦。,协助自杀应该是一种犯罪行为。,train,0.811038703
一个接受职业教育的人，在一生中赚的钱比拥有大学学位的人少。,我们应该对职业教育进行补贴。,train,0.465574198
一个人的教育应该是自己的责任。,我们应该对学生贷款进行补贴,train,0.661939315
一个人的身份是基于他们的性别，应该被承认，否则可能会被视为冒犯。,我们应该采用性别中立的语言。,train,0.390906011
一个人的价值不应该只是通过一个数字来衡量。仅仅因为你达到了某个年龄，并不意味着你不想要或者不需要工作。强制退休会伤害到年长的员工。,我们应该结束强制退休。,train,0.814907669
一张纸不能让人们团结在一起。,我们应该放弃婚姻。,train,0.541369958
一项民意调查显示，超过90%的人支持美国实行多党制。,我们应该采取多党制。,train,0.728512315
一名神父选择发誓独身供奉上帝。他并非被迫。如果他选择成为一名神父，就会发下这个誓言。我们不应该剥夺他成为神父的权利。,应当放弃独身的誓言,train,0.650541542
囚犯营地应该设在美国，这样就能完全受美国法律管理。,我们应该关闭关塔那摩湾拘留营。,train,0.567800111
犯罪活动的可能历史并不意味着它已经发生，而诱捕在定义上鼓励犯罪活动，可能是在没有其他情况下本来不会发生的地方。,应该将诱捕合法化。,train,0.92193974
一系列不同的观点可能比事实更好。,我们应该限制司法激进主义。,train,0.392286786
对一组未婚和离婚女性进行的一项研究发现，她们更倾向于独居生活，而不是忍受虐待的婚姻。,我们应该放弃婚姻,train,0.528664846
一个安全的空间不允许讨论任何可能让未受教育的人明白他们观点错误之处的内容。,我们应该废除安全空间。,train,0.892167944
一个安全的空间是青少年聚会的好地方，让他们远离危险的地方。,我们应该取消安全空间。,train,0.645593292
只有当学生没有被教导适当的行为时，才需要一个安全的空间。,我们应该废除安全空间。,train,0.456152001
一个安全的空间可能意味着应对心理健康问题和无法应对心理健康问题之间的区别。,我们应该废除安全空间。,train,0.615490144
一个生病的人应该被允许尝试任何他们想要的，只要是合法的，并声称可以帮助他们治疗疾病的东西。,我们应该禁止自然疗法。,train,0.8308699
一个单独的法官不能被授予绕过民主过程产生的法律的自由。,我们应当限制司法激进主义。,train,0.876359875
社会应该帮助最弱势的人。,我们应该对居家爸爸提供补贴,train,0.378825477
一个社会不应该为一个人的决定负责。,我们应该对居家父亲进行补贴,train,0.805914164
歌曲或作品都是艺术作品，它们的创作者应该从中受益。,我们应该废除知识产权。,train,0.686693017
一个禁止谋杀的国家不能再以法律之名转而谋杀囚犯。这是扭曲和不公正的。,我们应该废除死刑。,train,0.741187872
一个在家爸爸是自愿做的选择。纳税人不应该被强迫为其他人的开支买单，只因为有人决定不想工作。,我们应该给留在家照顾孩子的父亲提供补贴。,train,0.924105642
这位学生没有足够的资源来支付高昂的大学费用。,我们应该给学生贷款提供补贴。,train,0.765590936
学生贷款是一个个人选择申请的贷款。与任何其他类型的贷款一样，没有理由为它们提供补贴。,我们应该对学生贷款进行补贴。,train,0.733882808
"一项对超过22,000名前寄养儿童与他们年龄相仿同龄人进行比较的研究发现，前者群体更容易出现自杀行为、精神障碍的风险，以及精神病和抑郁症的过度风险。",寄养护理带来的伤害大于益处。,train,1.0
一位外科医生绝不会同意给一个非常年幼或手术有风险的孩子做手术，所以接受整容手术的唯一是那些十几岁的孩子，并且能理解手术结果的人。,我们应该禁止未成年人进行整形手术。,train,0.434810062
代孕者可能会尝试保留孩子，因为他们生育了这个孩子。,代孕应该被禁止。,train,0.613191308
如果无法工作，代孕者通常会选择代孕给他人怀孕。,代孕应该被禁止。,train,0.463984971
强制投票制度意味着政治人物必须考虑整个选民群体的需求，而不仅仅是那些前来投票的选民。,我们应该引入强制投票制。,train,0.914438032
一个将胜任者和不胜任者一并开除仅仅因为年龄的系统是不理性和残酷的。,我们应该终止强制退休。,train,0.756676821
一个有才华的孩子应该能够追逐他们的梦想，并帮助故事变得生动起来。,我们应该禁止使用童星。,train,0.734683823
青少年的身体有时会带来很大的压力，比如胸部较小，加上被欺凌、取笑等，因此整形手术可以减轻一些青少年生活中大量的压力和不快乐。,我们应该禁止未成年人进行整容手术。,train,0.656898482
电话推销禁令侵犯了电话推销员的第一修正案权利。,我们应该禁止电话营销。,train,0.819821691
一个拥有核武器的恐怖组织可能造成巨大和立即的破坏和毁灭。,我们应该为废除核武器而战。,train,1.0
一段真正健康和相互关爱的关系只能在一对一的关系中发展。,我们应该合法化一夫多妻。,train,0.590797641
两党制提供了不同观点的讨论。,我们应该采取多党制。,train,0.520030474
两党制多年来服务良好，为何改变已经运作良好的体系呢？,我们应该采取多党制。,train,0.736529549
许多撞车事故是由分心或酗酒驾驶引起的，在使用机械设备时，它们不会分心或醉酒。,我们应该停止自动驾驶汽车的发展。,train,0.724949625
在过度拥挤的鲸鱼种群中，捕鲸可能对生态系统有益，这是一个观点。,我们应该禁止捕鲸。,train,0.953560599
守独身誓约只会在宗教团体内部引发问题，比如年轻男孩和神职人员之间的问题。,应该放弃独身誓约。,train,0.839443468
守独身誓言是一项难以遵守的誓言，因此代表了真正的奉献精神。个人应该有权决定是否以此方式表达自己的信仰。,应该放弃独身誓言。,train,0.820317247
守贞誓言是一种陈旧的约束，限制了神职人员的自由，损害了他们与世界的关系，使他们难以与普通人建立联系，同时压抑了他们的自然驱动力。,应该放弃独身的誓约,train,1.0
禁欲的誓约是个人的权利，因为它只影响那个做出誓约的人本身。,应该放弃独身誓言。,train,0.680475333
修道者必须立誓独身，以便他们可以将自己的生活的每一部分都专注于教会和上帝，而不受人类的干扰。,应该放弃独身誓言。,train,0.787214236
守贞洁誓约已经过时，不再适合现代社会。,应该放弃独身誓约。,train,0.852449471
守独身誓言只会给一个人带来精神上的痛苦和伤害。,应当放弃独身誓言,train,0.820222011
守贞誓言可以强化一个人的品格和信仰。,应该放弃独身誓言。,train,0.923477951
一个见识广博的人口对于选举过程和民主永远更有益处。强迫人口投票削弱了自由人民的意愿，不应采取。,我们应该引入强制投票制。,train,0.75253655
一个女人可以并且应该自行决定她的身体该做什么，以及她想要如何使用它。这不是政府的事情。,代孕应该被禁止。,train,0.725740366
一个女人为别人的孩子而生会导致孩子长大后不能理解谁是他们的母亲。这可能导致严重的抑郁症和非常不健康的生活方式。,代孕应该被禁止。,train,0.901183309
